year_birth,age,education,marital_status,income,kidhome,teenhome,dt_customer,customer_since_years,column1,unnamed:_0,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
1972,53,Phd,Single,38578,1,1,22-06-2013,11,9080,1093,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0
1965,60,Phd,Married,57236,1,1,12-03-2014,11,6466,1094,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0
1979,46,Graduation,Single,61825,0,1,07-08-2013,11,9964,1095,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0
1958,67,Graduation,Divorced,79803,0,1,02-06-2014,10,4790,1096,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0
1986,39,2N Cycle,Single,80910,0,0,31-10-2012,12,10245,1097,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0
1982,43,Master,Together,27590,1,0,23-04-2013,11,1109,1098,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1979,46,Graduation,Married,56775,0,1,02-01-2013,12,6001,1099,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0
1975,50,Graduation,Divorced,83829,0,0,08-10-2013,11,5538,1100,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1
1979,46,2N Cycle,Married,54210,0,1,20-05-2013,11,10552,1101,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0
1986,39,Graduation,Married,38508,1,0,02-08-2013,11,1545,1102,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0
1970,55,Graduation,Together,53187,1,0,26-10-2013,11,7409,1103,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0
1972,53,Graduation,Married,30023,1,0,24-03-2014,11,4444,1104,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0
1960,65,Phd,Single,76045,0,0,15-11-2013,11,146,1105,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0
1952,73,Phd,Married,50870,0,1,19-06-2014,10,6271,1106,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0
1970,55,2N Cycle,Married,15315,0,0,03-08-2013,11,10065,1107,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0
1974,51,2N Cycle,Married,65463,1,0,30-01-2014,11,4741,1108,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0
1965,60,Graduation,Married,66480,1,1,31-05-2014,10,246,1109,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0
1954,71,Graduation,Divorced,76773,0,0,25-02-2013,12,375,1110,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0
1983,42,2N Cycle,Single,81698,0,0,01-03-2013,12,1524,1111,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1
1973,52,Phd,Single,54466,1,1,09-02-2014,11,10022,1112,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0
1960,65,Master,Single,98777,0,0,17-02-2014,11,7451,1113,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0
1984,41,Phd,Single,16269,1,0,30-08-2013,11,11010,1114,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0
1971,54,Graduation,Together,71819,0,1,28-08-2013,11,4356,1115,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0
1983,42,Phd,Married,33569,1,0,16-10-2013,11,3885,1116,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1
1983,42,Master,Married,36262,0,0,20-09-2013,11,1175,1117,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1
1966,59,Basic,Together,22634,0,0,16-01-2013,12,880,1118,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0
1978,47,2N Cycle,Married,47025,0,1,12-09-2013,11,2320,1119,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0
1968,57,Graduation,Single,70566,0,1,06-10-2013,11,850,1120,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0
1979,46,Phd,Married,31605,1,0,22-11-2012,12,4713,1121,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0
1973,52,Master,Divorced,52034,1,1,17-05-2013,11,675,1122,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0
1979,46,Graduation,Single,48526,1,0,24-12-2013,11,5025,1123,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0
1954,71,Graduation,Married,46734,0,1,18-11-2012,12,2308,1124,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0
1962,63,Graduation,Divorced,39552,1,1,18-12-2012,12,5995,1125,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1
1966,59,Graduation,Single,86358,1,1,08-08-2012,12,6749,1126,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0
1977,48,Graduation,Together,46931,2,1,24-04-2014,10,1010,1127,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0
1985,40,Basic,Single,16581,0,0,12-01-2013,12,8977,1128,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0
1952,73,2N Cycle,Divorced,63998,0,0,20-12-2013,11,4756,1129,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1
1951,74,Master,Married,67381,0,1,15-01-2013,12,3412,1130,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0
1967,58,Graduation,Single,25930,1,1,10-10-2013,11,606,1131,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1978,47,Graduation,Married,42693,1,0,07-06-2014,10,5961,1132,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1976,49,Graduation,Together,85606,0,1,12-11-2012,12,2975,1133,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0
1985,40,Graduation,Single,72903,0,0,29-10-2013,11,2894,1134,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1
1974,51,2N Cycle,Together,49669,1,0,24-05-2014,10,7613,1135,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0
1968,57,Phd,Married,36778,1,1,05-08-2012,12,10542,1136,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0
1962,63,Phd,Divorced,85696,0,0,03-05-2013,11,8015,1137,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1
1989,36,Master,Divorced,10979,0,0,22-05-2014,10,10617,1138,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0
1961,64,Graduation,Married,49678,0,1,02-02-2013,12,11166,1139,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0
1953,72,Master,Together,56129,0,1,20-06-2013,11,849,1140,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0
1989,36,Graduation,Married,37155,1,0,31-01-2013,12,523,1141,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0
1978,47,2N Cycle,Divorced,21282,1,0,11-05-2014,10,4066,1142,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0
1962,63,Phd,Single,33419,0,1,17-08-2013,11,8414,1143,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0
1945,80,Graduation,Widow,63285,0,0,05-11-2013,11,819,1144,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0
1974,51,Master,Together,21255,1,0,21-01-2014,11,4961,1145,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0
1981,44,Graduation,Together,42162,1,0,19-11-2013,11,749,1146,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1
1956,69,Graduation,Together,54450,1,1,14-09-2012,12,5430,1147,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0
1954,71,Phd,Married,57744,0,1,12-11-2013,11,7755,1148,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0
1986,39,Graduation,Single,26576,1,0,13-10-2012,12,10525,1149,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1
1943,82,Phd,Widow,57513,0,0,06-07-2013,11,1453,1150,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0
1964,61,Graduation,Together,68142,0,1,29-08-2012,12,8310,1151,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0
1979,46,Graduation,Married,7500,0,1,29-08-2012,12,10710,1152,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1974,51,Graduation,Together,83145,0,0,22-09-2012,12,5031,1153,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1
1960,65,Master,Married,54197,0,1,03-04-2014,11,2613,1154,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0
1963,62,Phd,Single,23091,1,1,28-05-2014,10,213,1155,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0
1976,49,Graduation,Married,46049,1,1,21-07-2013,11,967,1156,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1
1974,51,Graduation,Together,56715,0,0,05-12-2012,12,1077,1157,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0
1961,64,Graduation,Married,79410,0,0,29-05-2014,10,7959,1158,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0
1951,74,Graduation,Married,57304,0,1,11-03-2013,12,640,1159,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0
1965,60,Graduation,Married,44375,0,1,23-03-2014,11,4252,1160,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0
1956,69,Graduation,Together,54450,1,1,14-09-2012,12,8432,1161,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0
1965,60,Graduation,Married,59594,0,1,20-10-2012,12,6218,1162,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0
1994,31,Graduation,Together,80685,0,0,22-08-2012,12,6905,1163,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0
1974,51,Phd,Married,40344,0,1,13-10-2013,11,5922,1164,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0
1972,53,Graduation,Married,62710,0,1,23-05-2013,11,3598,1165,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0
1968,57,2N Cycle,Married,48985,0,1,05-07-2013,11,6116,1166,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0
1968,57,Graduation,Together,35322,1,2,22-08-2012,12,6263,1167,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0
1948,77,Graduation,Married,77142,0,0,29-05-2013,11,10486,1168,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0
1969,56,Graduation,Single,81657,0,0,22-01-2014,11,2410,1169,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0
1996,29,Basic,Married,14421,0,0,17-02-2014,11,193,1170,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0
1974,51,2N Cycle,Married,20130,0,0,17-03-2014,11,3363,1171,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0
1990,35,Phd,Married,74214,0,0,26-08-2012,12,8278,1172,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0
1957,68,Master,Married,66726,1,1,12-01-2014,11,10660,1173,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0
1979,46,Basic,Together,23724,1,0,08-01-2013,12,8686,1174,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1960,65,Master,Married,47353,0,1,13-11-2013,11,1604,1175,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0
1952,73,Master,Married,33444,1,1,03-11-2012,12,5907,1176,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1981,44,Graduation,Married,54386,0,1,17-05-2013,11,10669,1177,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0
1981,44,Graduation,Divorced,28510,1,1,13-04-2013,11,2918,1178,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0
1991,34,Master,Single,90638,0,0,13-02-2014,11,5735,1179,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0
1950,75,Graduation,Together,48070,0,1,13-01-2013,12,359,1180,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0
1957,68,Graduation,Married,43140,0,1,05-01-2013,12,8387,1181,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0
1961,64,Phd,Divorced,54959,0,1,19-01-2013,12,1829,1182,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1
1958,67,Basic,Single,15056,1,1,03-05-2013,11,3839,1183,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0
1971,54,Graduation,Single,26954,1,0,08-05-2014,10,9392,1184,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1985,40,Graduation,Single,22327,1,0,02-08-2013,11,2292,1185,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1965,60,Graduation,Married,44393,1,1,22-08-2013,11,10466,1186,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0
1952,73,Phd,Single,62000,0,1,25-08-2013,11,9855,1187,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0
1962,63,Phd,Together,31497,0,1,06-12-2012,12,4088,1188,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0
1974,51,2N Cycle,Married,45894,0,2,27-02-2014,11,5231,1189,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1970,55,Master,Divorced,78579,0,0,22-12-2012,12,590,1190,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1
1969,56,Master,Widow,67369,0,1,17-11-2012,12,8732,1191,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1
1960,65,Graduation,Divorced,58401,0,1,20-04-2014,10,2315,1192,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0
1952,73,Graduation,Single,62307,0,1,17-02-2014,11,3515,1193,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0
1969,56,Master,Married,43641,1,1,22-04-2013,11,2245,1194,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0
1968,57,Master,Divorced,63841,0,1,21-04-2013,11,6283,1195,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0
1965,60,2N Cycle,Married,46891,0,1,01-09-2013,11,2246,1196,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0
1969,56,Master,Married,70091,1,0,31-03-2013,12,6606,1197,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0
1972,53,Phd,Married,78075,0,0,05-04-2014,11,5545,1198,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0
1961,64,2N Cycle,Widow,59184,0,1,09-09-2012,12,7342,1199,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0
1977,48,Graduation,Married,54809,1,1,11-09-2013,11,837,1200,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0
1959,66,Graduation,Married,58113,0,1,25-01-2013,12,9500,1201,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0
1958,67,Master,Married,51412,0,1,31-12-2013,11,3602,1202,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0
1979,46,Graduation,Divorced,15287,1,0,10-10-2012,12,234,1203,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1
1957,68,Master,Together,66636,0,0,17-08-2013,11,2995,1204,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0
1956,69,Master,Married,50965,0,1,20-02-2013,12,1118,1205,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0
1965,60,Phd,Married,84618,0,0,22-11-2013,11,7789,1206,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0
1990,35,Graduation,Married,18351,0,0,29-10-2013,11,3068,1207,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0
1957,68,Phd,Together,40451,0,2,16-02-2014,11,8955,1208,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0
1965,60,Graduation,Together,36317,0,1,22-05-2013,11,945,1209,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0
1957,68,Graduation,Together,42213,0,1,12-10-2013,11,5644,1210,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0
1955,70,Graduation,Together,65748,0,1,15-04-2013,11,7192,1211,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0
1972,53,Graduation,Together,77044,0,1,27-10-2013,11,2324,1212,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0
1969,56,Graduation,Together,74918,0,0,12-03-2013,12,697,1213,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0
1972,53,Graduation,Married,56721,1,1,31-10-2012,12,3439,1214,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0
1975,50,Graduation,Single,42160,1,1,28-06-2013,11,1506,1215,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1
1965,60,Graduation,Single,61559,0,1,17-07-2013,11,232,1216,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0
1963,62,Phd,Together,33629,1,1,08-08-2012,12,8876,1217,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0
1991,34,Phd,Together,68682,0,0,06-10-2013,11,4500,1218,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0
1963,62,Graduation,Single,34377,0,1,19-01-2013,12,9739,1219,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0
1986,39,Basic,Single,8940,1,0,22-08-2012,12,10395,1220,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0
1973,52,Graduation,Married,26228,1,0,22-09-2013,11,1176,1221,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1957,68,2N Cycle,Divorced,77297,0,0,26-01-2013,12,1627,1222,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0
1981,44,Graduation,Married,40211,1,1,30-07-2013,11,938,1223,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0
1958,67,Phd,Widow,33438,1,1,22-09-2013,11,2740,1224,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0
1959,66,Phd,Married,75032,0,1,28-04-2013,11,257,1225,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0
1955,70,Phd,Single,61284,0,0,12-10-2013,11,4058,1226,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0
1986,39,Graduation,Married,22518,1,0,22-10-2012,12,7736,1227,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1
1975,50,Master,Married,54730,0,1,15-08-2013,11,8210,1228,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0
1955,70,Master,Married,38452,1,1,30-03-2014,11,833,1229,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0
1971,54,Graduation,Divorced,44421,1,1,15-02-2013,12,6230,1230,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0
1986,39,Phd,Together,38197,1,0,29-06-2013,11,7325,1231,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1978,47,Graduation,Divorced,41986,0,1,09-02-2014,11,1307,1232,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0
1983,42,Graduation,Together,28427,1,0,21-03-2013,12,1502,1233,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1976,49,Phd,Together,37395,1,0,02-05-2014,10,6211,1234,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0
1971,54,Graduation,Married,64722,1,0,26-05-2014,10,843,1235,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0
1956,69,Master,Together,55249,0,1,17-04-2014,10,4174,1236,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0
1972,53,Graduation,Together,84906,0,0,04-10-2013,11,9757,1237,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0
1989,36,Graduation,Married,28691,1,0,04-07-2013,11,6918,1238,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0
1952,73,Graduation,Single,44213,1,1,29-11-2013,11,286,1239,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0
1984,41,Basic,Single,25707,1,0,18-01-2014,11,11086,1240,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0
1967,58,Phd,Married,59062,2,1,03-10-2013,11,1921,1241,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0
1962,63,Graduation,Single,76624,0,1,24-05-2014,10,4138,1242,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0
1947,78,Master,Together,66000,0,0,20-04-2014,10,7718,1243,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0
1978,47,Phd,Together,27683,1,0,04-08-2012,12,1291,1244,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0
1971,54,Graduation,Divorced,1730,0,0,18-05-2014,10,6862,1245,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0
1992,33,Basic,Single,7500,1,0,03-12-2012,12,4136,1246,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0
1968,57,Graduation,Together,40521,1,1,05-04-2013,12,803,1247,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0
1973,52,Phd,Together,20427,1,0,24-03-2014,11,4298,1248,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1975,50,Graduation,Married,65106,0,1,24-05-2014,10,10833,1249,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0
1965,60,Phd,Married,69969,0,0,27-08-2013,11,9606,1250,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1
1952,73,Graduation,Married,67433,0,2,16-07-2013,11,8534,1251,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0
1967,58,Phd,Married,77766,0,1,22-02-2013,12,5153,1252,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1
1972,53,Graduation,Married,74716,0,1,12-09-2013,11,961,1253,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0
1963,62,Graduation,Divorced,68118,0,1,18-10-2013,11,5011,1254,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0
1970,55,Phd,Married,55158,1,1,30-07-2012,12,6653,1255,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1
1955,70,2N Cycle,Married,62972,0,1,03-08-2012,12,9094,1256,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1
1975,50,Graduation,Married,74190,0,1,12-05-2014,10,810,1257,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0
1976,49,Graduation,Married,39356,1,1,19-03-2014,11,5493,1258,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0
1969,56,Graduation,Together,76653,0,0,16-08-2013,11,2147,1259,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0
1973,52,Phd,Divorced,35860,1,1,19-05-2014,10,5107,1260,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0
1983,42,Phd,Divorced,90687,0,0,22-05-2013,11,3979,1261,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1
1982,43,Master,Together,73450,0,0,05-12-2013,11,6049,1262,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0
1960,65,Graduation,Married,31454,1,1,06-07-2013,11,8147,1263,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0
1952,73,Graduation,Single,47139,1,1,06-03-2014,11,1857,1264,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1
1975,50,Graduation,Divorced,83829,0,0,08-10-2013,11,3910,1265,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1
1963,62,Phd,Married,53378,1,1,24-09-2012,12,5207,1266,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1
1970,55,Graduation,Together,19656,1,0,08-02-2013,12,11114,1267,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0
1948,77,Phd,Married,45579,0,1,20-08-2013,11,5429,1268,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0
1958,67,2N Cycle,Single,85485,0,0,21-06-2014,10,9400,1269,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0
1944,81,Graduation,Married,55956,0,0,07-04-2014,11,1740,1270,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0
1963,62,Master,Single,64191,0,1,22-01-2013,12,7488,1271,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0
